"MTurkCode","goal","status","listNum","time_point","variable","adjustBase_rating"
"A3OLRWACCCCUTU","1","adjusted",5,"F1","basic_needs",5
"A3OLRWACCCCUTU","5","adjusted",5,"F1","basic_needs",5
"A49CVVOWN4D6Y","1","adjusted",5,"F1","basic_needs",4
"A11ILN5YSUDVG8","1","adjusted",3,"F1","clarity",6
"A132GRVDGXPJGY","1","adjusted",3,"F1","clarity",6
"A13FUEPWBCLBUY","1","adjusted",2,"F1","clarity",7
"A17KN7NAP48L4B","3","adjusted",3,"F1","clarity",5
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","clarity",7
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","clarity",6
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","clarity",6
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","clarity",7
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","clarity",3
"A286W816CMIZL9","3","adjusted",3,"F1","clarity",5
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","clarity",7
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","clarity",6
"A350SLJRMBIFM4","2","adjusted",4,"F1","clarity",6
"A3989GRV3UV5VW","2","adjusted",3,"F1","clarity",6
"A3EXD5E390Z6B3","1","adjusted",3,"F1","clarity",6
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","clarity",5
"A3NKNOE5HIXXL","3","adjusted",3,"F1","clarity",5
"A3OLRWACCCCUTU","1","adjusted",5,"F1","clarity",7
"A3OLRWACCCCUTU","5","adjusted",5,"F1","clarity",7
"A49CVVOWN4D6Y","1","adjusted",5,"F1","clarity",5
"A11ILN5YSUDVG8","1","adjusted",3,"F1","commitment",7
"A132GRVDGXPJGY","1","adjusted",3,"F1","commitment",7
"A13FUEPWBCLBUY","1","adjusted",2,"F1","commitment",7
"A17KN7NAP48L4B","3","adjusted",3,"F1","commitment",6
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","commitment",5
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","commitment",4
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","commitment",5
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","commitment",4
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","commitment",6
"A286W816CMIZL9","3","adjusted",3,"F1","commitment",5
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","commitment",7
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","commitment",4
"A350SLJRMBIFM4","2","adjusted",4,"F1","commitment",5
"A3989GRV3UV5VW","2","adjusted",3,"F1","commitment",6
"A3EXD5E390Z6B3","1","adjusted",3,"F1","commitment",7
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","commitment",4
"A3NKNOE5HIXXL","3","adjusted",3,"F1","commitment",5
"A3OLRWACCCCUTU","1","adjusted",5,"F1","commitment",7
"A3OLRWACCCCUTU","5","adjusted",5,"F1","commitment",7
"A49CVVOWN4D6Y","1","adjusted",5,"F1","commitment",7
"A11ILN5YSUDVG8","1","adjusted",3,"F1","commonality",6
"A132GRVDGXPJGY","1","adjusted",3,"F1","commonality",2
"A13FUEPWBCLBUY","1","adjusted",2,"F1","commonality",7
"A17KN7NAP48L4B","3","adjusted",3,"F1","commonality",3
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","commonality",1
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","commonality",1
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","commonality",5
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","commonality",5
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","commonality",7
"A286W816CMIZL9","3","adjusted",3,"F1","commonality",7
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","commonality",4
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","commonality",6
"A350SLJRMBIFM4","2","adjusted",4,"F1","commonality",4
"A3989GRV3UV5VW","2","adjusted",3,"F1","commonality",6
"A3EXD5E390Z6B3","1","adjusted",3,"F1","commonality",6
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","commonality",3
"A3NKNOE5HIXXL","3","adjusted",3,"F1","commonality",7
"A3OLRWACCCCUTU","1","adjusted",5,"F1","commonality",1
"A3OLRWACCCCUTU","5","adjusted",5,"F1","commonality",1
"A49CVVOWN4D6Y","1","adjusted",5,"F1","commonality",7
"A11ILN5YSUDVG8","1","adjusted",3,"F1","conflict",2
"A132GRVDGXPJGY","1","adjusted",3,"F1","conflict",4
"A13FUEPWBCLBUY","1","adjusted",2,"F1","conflict",1
"A17KN7NAP48L4B","3","adjusted",3,"F1","conflict",1
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","conflict",2
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","conflict",3
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","conflict",4
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","conflict",4
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","conflict",1
"A286W816CMIZL9","3","adjusted",3,"F1","conflict",1
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","conflict",3
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","conflict",1
"A350SLJRMBIFM4","2","adjusted",4,"F1","conflict",1
"A3989GRV3UV5VW","2","adjusted",3,"F1","conflict",2
"A3EXD5E390Z6B3","1","adjusted",3,"F1","conflict",7
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","conflict",3
"A3NKNOE5HIXXL","3","adjusted",3,"F1","conflict",3
"A3OLRWACCCCUTU","1","adjusted",5,"F1","conflict",3
"A3OLRWACCCCUTU","5","adjusted",5,"F1","conflict",1
"A49CVVOWN4D6Y","1","adjusted",5,"F1","conflict",4
"A11ILN5YSUDVG8","1","adjusted",3,"F1","connectedness",6
"A132GRVDGXPJGY","1","adjusted",3,"F1","connectedness",7
"A13FUEPWBCLBUY","1","adjusted",2,"F1","connectedness",4
"A17KN7NAP48L4B","3","adjusted",3,"F1","connectedness",6
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","connectedness",7
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","connectedness",1
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","connectedness",5
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","connectedness",4
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","connectedness",6
"A286W816CMIZL9","3","adjusted",3,"F1","connectedness",7
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","connectedness",5
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","connectedness",5
"A350SLJRMBIFM4","2","adjusted",4,"F1","connectedness",4
"A3989GRV3UV5VW","2","adjusted",3,"F1","connectedness",3
"A3EXD5E390Z6B3","1","adjusted",3,"F1","connectedness",2
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","connectedness",2
"A3NKNOE5HIXXL","3","adjusted",3,"F1","connectedness",5
"A3OLRWACCCCUTU","1","adjusted",5,"F1","connectedness",6
"A3OLRWACCCCUTU","5","adjusted",5,"F1","connectedness",7
"A49CVVOWN4D6Y","1","adjusted",5,"F1","connectedness",5
"A11ILN5YSUDVG8","1","adjusted",3,"F1","construal_level",4
"A132GRVDGXPJGY","1","adjusted",3,"F1","construal_level",5
"A13FUEPWBCLBUY","1","adjusted",2,"F1","construal_level",6
"A17KN7NAP48L4B","3","adjusted",3,"F1","construal_level",4
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","construal_level",3
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","construal_level",4
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","construal_level",3
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","construal_level",4
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","construal_level",2
"A286W816CMIZL9","3","adjusted",3,"F1","construal_level",3
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","construal_level",3
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","construal_level",4
"A350SLJRMBIFM4","2","adjusted",4,"F1","construal_level",3
"A3989GRV3UV5VW","2","adjusted",3,"F1","construal_level",3
"A3EXD5E390Z6B3","1","adjusted",3,"F1","construal_level",4
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","construal_level",3
"A3NKNOE5HIXXL","3","adjusted",3,"F1","construal_level",6
"A3OLRWACCCCUTU","1","adjusted",5,"F1","construal_level",3
"A3OLRWACCCCUTU","5","adjusted",5,"F1","construal_level",5
"A49CVVOWN4D6Y","1","adjusted",5,"F1","construal_level",4
"A11ILN5YSUDVG8","1","adjusted",3,"F1","control",6
"A132GRVDGXPJGY","1","adjusted",3,"F1","control",7
"A13FUEPWBCLBUY","1","adjusted",2,"F1","control",7
"A17KN7NAP48L4B","3","adjusted",3,"F1","control",6
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","control",6
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","control",7
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","control",7
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","control",7
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","control",5
"A286W816CMIZL9","3","adjusted",3,"F1","control",7
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","control",6
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","control",7
"A350SLJRMBIFM4","2","adjusted",4,"F1","control",6
"A3989GRV3UV5VW","2","adjusted",3,"F1","control",7
"A3EXD5E390Z6B3","1","adjusted",3,"F1","control",4
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","control",6
"A3NKNOE5HIXXL","3","adjusted",3,"F1","control",5
"A3OLRWACCCCUTU","1","adjusted",5,"F1","control",3
"A3OLRWACCCCUTU","5","adjusted",5,"F1","control",3
"A49CVVOWN4D6Y","1","adjusted",5,"F1","control",7
"A11ILN5YSUDVG8","1","adjusted",3,"F1","difficulty",7
"A132GRVDGXPJGY","1","adjusted",3,"F1","difficulty",5
"A13FUEPWBCLBUY","1","adjusted",2,"F1","difficulty",4
"A17KN7NAP48L4B","3","adjusted",3,"F1","difficulty",4
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","difficulty",3
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","difficulty",7
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","difficulty",5
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","difficulty",5
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","difficulty",7
"A286W816CMIZL9","3","adjusted",3,"F1","difficulty",5
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","difficulty",6
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","difficulty",5
"A350SLJRMBIFM4","2","adjusted",4,"F1","difficulty",4
"A3989GRV3UV5VW","2","adjusted",3,"F1","difficulty",5
"A3EXD5E390Z6B3","1","adjusted",3,"F1","difficulty",4
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","difficulty",6
"A3NKNOE5HIXXL","3","adjusted",3,"F1","difficulty",5
"A3OLRWACCCCUTU","1","adjusted",5,"F1","difficulty",4
"A3OLRWACCCCUTU","5","adjusted",5,"F1","difficulty",4
"A49CVVOWN4D6Y","1","adjusted",5,"F1","difficulty",4
"A11ILN5YSUDVG8","1","adjusted",3,"F1","effort",3
"A132GRVDGXPJGY","1","adjusted",3,"F1","effort",5
"A13FUEPWBCLBUY","1","adjusted",2,"F1","effort",7
"A17KN7NAP48L4B","3","adjusted",3,"F1","effort",4
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","effort",5
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","effort",4
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","effort",6
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","effort",2
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","effort",3
"A286W816CMIZL9","3","adjusted",3,"F1","effort",3
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","effort",7
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","effort",4
"A350SLJRMBIFM4","2","adjusted",4,"F1","effort",6
"A3989GRV3UV5VW","2","adjusted",3,"F1","effort",5
"A3EXD5E390Z6B3","1","adjusted",3,"F1","effort",6
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","effort",4
"A3NKNOE5HIXXL","3","adjusted",3,"F1","effort",4
"A3OLRWACCCCUTU","1","adjusted",5,"F1","effort",6
"A3OLRWACCCCUTU","5","adjusted",5,"F1","effort",5
"A49CVVOWN4D6Y","1","adjusted",5,"F1","effort",4
"A11ILN5YSUDVG8","1","adjusted",3,"F1","end_state_specificity",4
"A132GRVDGXPJGY","1","adjusted",3,"F1","end_state_specificity",1
"A13FUEPWBCLBUY","1","adjusted",2,"F1","end_state_specificity",1
"A17KN7NAP48L4B","3","adjusted",3,"F1","end_state_specificity",4
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","end_state_specificity",1
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","end_state_specificity",1
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","end_state_specificity",1
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","end_state_specificity",1
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","end_state_specificity",1
"A286W816CMIZL9","3","adjusted",3,"F1","end_state_specificity",2
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","end_state_specificity",1
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","end_state_specificity",1
"A350SLJRMBIFM4","2","adjusted",4,"F1","end_state_specificity",3
"A3989GRV3UV5VW","2","adjusted",3,"F1","end_state_specificity",3
"A3EXD5E390Z6B3","1","adjusted",3,"F1","end_state_specificity",2
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","end_state_specificity",1
"A3NKNOE5HIXXL","3","adjusted",3,"F1","end_state_specificity",2
"A3OLRWACCCCUTU","1","adjusted",5,"F1","end_state_specificity",1
"A3OLRWACCCCUTU","5","adjusted",5,"F1","end_state_specificity",1
"A49CVVOWN4D6Y","1","adjusted",5,"F1","end_state_specificity",3
"A11ILN5YSUDVG8","1","adjusted",3,"F1","external_importance",6
"A132GRVDGXPJGY","1","adjusted",3,"F1","external_importance",5
"A13FUEPWBCLBUY","1","adjusted",2,"F1","external_importance",4
"A17KN7NAP48L4B","3","adjusted",3,"F1","external_importance",4
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","external_importance",3
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","external_importance",4
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","external_importance",2
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","external_importance",2
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","external_importance",4
"A286W816CMIZL9","3","adjusted",3,"F1","external_importance",3
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","external_importance",7
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","external_importance",5
"A350SLJRMBIFM4","2","adjusted",4,"F1","external_importance",2
"A3989GRV3UV5VW","2","adjusted",3,"F1","external_importance",6
"A3EXD5E390Z6B3","1","adjusted",3,"F1","external_importance",4
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","external_importance",2
"A3NKNOE5HIXXL","3","adjusted",3,"F1","external_importance",4
"A3OLRWACCCCUTU","1","adjusted",5,"F1","external_importance",6
"A3OLRWACCCCUTU","5","adjusted",5,"F1","external_importance",7
"A49CVVOWN4D6Y","1","adjusted",5,"F1","external_importance",2
"A11ILN5YSUDVG8","1","adjusted",3,"F1","external_motivation",2
"A132GRVDGXPJGY","1","adjusted",3,"F1","external_motivation",7
"A13FUEPWBCLBUY","1","adjusted",2,"F1","external_motivation",2
"A17KN7NAP48L4B","3","adjusted",3,"F1","external_motivation",1
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","external_motivation",2
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","external_motivation",1
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","external_motivation",3
"A1IBLFQ2E6VA2J","5","adjusted",5,"F1","external_motivation",1
"A1M8BYIP0KZJZX","1","adjusted",5,"F1","external_motivation",5
"A286W816CMIZL9","3","adjusted",3,"F1","external_motivation",1
"A2VGEE0ZIZ8CBQ","1","adjusted",3,"F1","external_motivation",4
"A2ZGAH6NOSU2PO","3","adjusted",5,"F1","external_motivation",7
"A350SLJRMBIFM4","2","adjusted",4,"F1","external_motivation",1
"A3989GRV3UV5VW","2","adjusted",3,"F1","external_motivation",3
"A3EXD5E390Z6B3","1","adjusted",3,"F1","external_motivation",3
"A3KIDRWRKC7RI5","5","adjusted",5,"F1","external_motivation",4
"A3NKNOE5HIXXL","3","adjusted",3,"F1","external_motivation",1
"A3OLRWACCCCUTU","1","adjusted",5,"F1","external_motivation",2
"A3OLRWACCCCUTU","5","adjusted",5,"F1","external_motivation",2
"A49CVVOWN4D6Y","1","adjusted",5,"F1","external_motivation",4
"A11ILN5YSUDVG8","1","adjusted",3,"F1","failure",3
"A132GRVDGXPJGY","1","adjusted",3,"F1","failure",2
"A13FUEPWBCLBUY","1","adjusted",2,"F1","failure",3
"A17KN7NAP48L4B","3","adjusted",3,"F1","failure",1
"A19YQU3ZZ8USPO","1","adjusted",3,"F1","failure",3
"A1AZLJ3R5FQ9B7","2","adjusted",3,"F1","failure",3
"A1BSVEBYDZ0AAU","1","adjusted",3,"F1","failure",3
