"MTurkCode","listNum","total_goal","variable","rating","goal"
99305,3,5,"construal_level",5,"1"
44853,3,3,"construal_level",6,"1"
86100,5,7,"construal_level",5,"1"
93309,5,10,"construal_level",4,"1"
89230,3,3,"construal_level",4,"1"
50480,3,3,"construal_level",4,"1"
19490,3,6,"construal_level",99,"1"
14537,3,3,"construal_level",3,"1"
12030,4,4,"construal_level",1,"1"
38203,2,2,"construal_level",4,"1"
66776,3,3,"construal_level",4,"1"
57573,3,3,"construal_level",7,"1"
30481,5,1,"construal_level",4,"1"
58099,5,5,"construal_level",6,"1"
56953,3,4,"construal_level",1,"1"
24230,5,4,"construal_level",7,"1"
13286,4,3,"construal_level",4,"1"
32569,4,10,"construal_level",5,"1"
18568,3,3,"construal_level",7,"1"
95989,2,2,"construal_level",4,"1"
24355,4,4,"construal_level",1,"1"
80232,3,3,"construal_level",4,"1"
91493,5,6,"construal_level",1,"1"
84210,3,3,"construal_level",5,"1"
83050,4,3,"construal_level",6,"1"
81107,3,3,"construal_level",4,"1"
24832,5,7,"construal_level",4,"1"
46980,4,4,"construal_level",4,"1"
36570,5,6,"construal_level",6,"1"
33441,3,3,"construal_level",2,"1"
20317,2,2,"construal_level",5,"1"
41540,3,3,"construal_level",7,"1"
75013,3,3,"construal_level",7,"1"
31309,1,1,"construal_level",4,"1"
33742,5,5,"construal_level",6,"1"
38868,5,5,"construal_level",99,"1"
86064,3,3,"construal_level",4,"1"
21317,5,15,"construal_level",5,"1"
76210,3,3,"construal_level",7,"1"
27990,5,5,"construal_level",7,"1"
79586,4,4,"construal_level",5,"1"
28920,3,3,"construal_level",3,"1"
98305,2,2,"construal_level",6,"1"
24238,3,2,"construal_level",7,"1"
29845,5,5,"construal_level",3,"1"
45035,3,3,"construal_level",5,"1"
14917,3,3,"construal_level",3,"1"
35405,4,4,"construal_level",5,"1"
13203,4,4,"construal_level",6,"1"
16952,3,3,"construal_level",3,"1"
56219,2,2,"construal_level",4,"1"
86136,5,8,"construal_level",6,"1"
14807,5,4,"construal_level",2,"1"
47788,2,2,"construal_level",7,"1"
67237,4,4,"construal_level",4,"1"
42012,3,3,"construal_level",4,"1"
64442,2,2,"construal_level",7,"1"
15085,5,6,"construal_level",2,"1"
55391,3,3,"construal_level",5,"1"
71788,3,4,"construal_level",1,"1"
16625,5,3,"construal_level",7,"1"
41827,3,2,"construal_level",3,"1"
79249,5,2,"construal_level",7,"1"
59650,5,6,"construal_level",3,"1"
65127,5,3,"construal_level",3,"1"
60791,5,4,"construal_level",NA,"1"
67148,1,1,"construal_level",1,"1"
94669,1,2,"construal_level",7,"1"
30736,5,5,"construal_level",3,"1"
35773,5,7,"construal_level",1,"1"
97837,3,3,"construal_level",5,"1"
91379,4,2,"construal_level",4,"1"
44546,2,2,"construal_level",5,"1"
50800,5,4,"construal_level",3,"1"
45781,3,3,"construal_level",6,"1"
27116,2,2,"construal_level",2,"1"
87849,3,3,"construal_level",5,"1"
71727,3,3,"construal_level",3,"1"
52100,5,7,"construal_level",2,"1"
99482,3,3,"construal_level",4,"1"
95134,5,5,"construal_level",2,"1"
38462,5,5,"construal_level",2,"1"
63915,3,3,"construal_level",7,"1"
93067,3,3,"construal_level",4,"1"
86564,3,3,"construal_level",4,"1"
68781,3,3,"construal_level",3,"1"
56248,5,6,"construal_level",4,"1"
80182,2,2,"construal_level",2,"1"
98715,5,6,"construal_level",3,"1"
41061,5,5,"construal_level",7,"1"
31649,2,2,"construal_level",7,"1"
89623,4,4,"construal_level",2,"1"
10551,5,5,"construal_level",4,"1"
94247,3,3,"construal_level",6,"1"
53009,3,3,"construal_level",1,"1"
97443,4,4,"construal_level",7,"1"
80704,5,4,"construal_level",7,"1"
77616,5,4,"construal_level",4,"1"
27084,5,3,"construal_level",7,"1"
35597,3,3,"construal_level",3,"1"
92931,1,3,"construal_level",2,"1"
11469,2,2,"construal_level",5,"1"
48293,3,3,"construal_level",6,"1"
85430,5,5,"construal_level",3,"1"
76253,3,3,"construal_level",5,"1"
58008,5,6,"construal_level",3,"1"
86807,3,3,"construal_level",3,"1"
30222,3,3,"construal_level",1,"1"
32709,5,3,"construal_level",2,"1"
32956,5,5,"construal_level",7,"1"
98095,5,5,"construal_level",5,"1"
94931,4,4,"construal_level",2,"1"
37543,3,3,"construal_level",7,"1"
41510,2,2,"construal_level",5,"1"
26309,2,2,"construal_level",4,"1"
60186,4,4,"construal_level",4,"1"
63105,4,3,"construal_level",6,"1"
12330,5,5,"construal_level",2,"1"
55353,4,2,"construal_level",1,"1"
39467,3,3,"construal_level",1,"1"
46873,1,1,"construal_level",6,"1"
92099,5,5,"construal_level",7,"1"
45941,5,5,"construal_level",6,"1"
92765,3,3,"construal_level",1,"1"
32118,3,2,"construal_level",7,"1"
56917,5,5,"construal_level",99,"1"
62812,4,4,"construal_level",5,"1"
82650,2,2,"construal_level",6,"1"
43268,3,3,"construal_level",3,"1"
33322,5,7,"construal_level",6,"1"
24350,4,3,"construal_level",6,"1"
46136,2,2,"construal_level",1,"1"
69629,4,4,"construal_level",3,"1"
26480,5,6,"construal_level",4,"1"
38119,4,4,"construal_level",7,"1"
89090,4,4,"construal_level",5,"1"
30600,1,1,"temporal_duration",3,"1"
81705,3,3,"temporal_duration",2,"1"
63885,2,2,"temporal_duration",3,"1"
26913,3,2,"temporal_duration",4,"1"
42161,4,4,"temporal_duration",3,"1"
84412,2,2,"temporal_duration",3,"1"
92415,4,4,"temporal_duration",3,"1"
51306,3,3,"temporal_duration",3,"1"
25224,3,3,"temporal_duration",3,"1"
12425,3,3,"temporal_duration",4,"1"
42560,2,2,"temporal_duration",3,"1"
67994,3,3,"temporal_duration",4,"1"
73451,3,3,"temporal_duration",3,"1"
38491,2,2,"temporal_duration",3,"1"
62166,2,2,"temporal_duration",4,"1"
59413,3,3,"temporal_duration",3,"1"
28254,3,3,"temporal_duration",4,"1"
70471,3,2,"temporal_duration",3,"1"
67967,2,2,"temporal_duration",3,"1"
87239,4,3,"temporal_duration",3,"1"
80450,3,3,"temporal_duration",3,"1"
46220,5,5,"temporal_duration",2,"1"
98582,5,5,"temporal_duration",4,"1"
47834,2,3,"temporal_duration",3,"1"
12296,3,3,"temporal_duration",3,"1"
38246,3,3,"temporal_duration",3,"1"
85133,4,4,"temporal_duration",3,"1"
91955,2,2,"temporal_duration",4,"1"
65521,2,2,"temporal_duration",3,"1"
69652,3,3,"temporal_duration",3,"1"
93470,3,3,"temporal_duration",3,"1"
85353,4,4,"temporal_duration",4,"1"
98405,3,3,"temporal_duration",2,"1"
30384,2,2,"temporal_duration",4,"1"
10933,1,1,"temporal_duration",3,"1"
39168,3,3,"temporal_duration",3,"1"
34512,3,3,"temporal_duration",3,"1"
31475,3,4,"temporal_duration",3,"1"
63745,3,3,"temporal_duration",2,"1"
12475,3,3,"temporal_duration",3,"1"
79732,3,3,"temporal_duration",3,"1"
22906,4,4,"temporal_duration",3,"1"
53898,3,5,"temporal_duration",3,"1"
75798,3,3,"temporal_duration",3,"1"
85424,5,5,"temporal_duration",3,"1"
78487,3,3,"temporal_duration",2,"1"
69242,2,2,"temporal_duration",3,"1"
58948,3,3,"temporal_duration",3,"1"
63241,3,3,"temporal_duration",3,"1"
33635,1,1,"temporal_duration",2,"1"
62486,3,3,"temporal_duration",3,"1"
25482,3,3,"temporal_duration",1,"1"
37472,3,3,"temporal_duration",3,"1"
81005,3,3,"temporal_duration",2,"1"
32371,2,2,"temporal_duration",999,"1"
87159,3,2,"temporal_duration",3,"1"
23348,3,3,"temporal_duration",3,"1"
43627,4,4,"temporal_duration",4,"1"
82737,3,3,"temporal_duration",3,"1"
15045,3,4,"temporal_duration",3,"1"
21212,4,4,"temporal_duration",4,"1"
12568,3,3,"temporal_duration",999,"1"
61492,3,4,"temporal_duration",2,"1"
97247,2,2,"temporal_duration",3,"1"
92357,5,7,"temporal_duration",3,"1"
21924,3,3,"temporal_duration",3,"1"
95193,5,6,"temporal_duration",3,"1"
55333,3,3,"temporal_duration",3,"1"
47532,2,2,"temporal_duration",3,"1"
85079,3,3,"temporal_duration",1,"1"
66597,5,4,"temporal_duration",3,"1"
67366,5,5,"temporal_duration",3,"1"
41337,3,2,"temporal_duration",3,"1"
47407,5,5,"temporal_duration",3,"1"
56787,3,3,"temporal_duration",3,"1"
94107,5,6,"temporal_duration",3,"1"
31413,3,3,"temporal_duration",3,"1"
51752,5,3,"temporal_duration",4,"1"
82479,2,2,"temporal_duration",2,"1"
12118,4,4,"temporal_duration",1,"1"
71387,2,2,"temporal_duration",3,"1"
41652,2,3,"temporal_duration",3,"1"
96044,3,3,"temporal_duration",2,"1"
95300,2,2,"temporal_duration",2,"1"
81263,5,13,"temporal_duration",3,"1"
42084,3,3,"temporal_duration",3,"1"
61166,4,3,"temporal_duration",3,"1"
19125,5,4,"temporal_duration",4,"1"
35126,5,3,"temporal_duration",3,"1"
59400,4,4,"temporal_duration",3,"1"
12116,5,5,"temporal_duration",3,"1"
31288,3,3,"temporal_duration",4,"1"
30817,3,3,"temporal_duration",3,"1"
43005,3,2,"temporal_duration",3,"1"
78783,2,2,"temporal_duration",1,"1"
83652,3,3,"temporal_duration",3,"1"
20570,3,3,"temporal_duration",3,"1"
22795,5,6,"temporal_duration",999,"1"
58501,3,3,"temporal_duration",999,"1"
53517,3,2,"temporal_duration",3,"1"
21447,5,5,"temporal_duration",2,"1"
38260,1,1,"temporal_duration",3,"1"
83895,2,2,"temporal_duration",3,"1"
22137,2,3,"temporal_duration",2,"1"
72750,5,5,"temporal_duration",3,"1"
77553,2,2,"temporal_duration",3,"1"
99523,5,5,"temporal_duration",2,"1"
26763,3,2,"temporal_duration",4,"1"
88223,5,5,"temporal_duration",4,"1"
57498,5,40,"temporal_duration",2,"1"
99305,3,5,"temporal_duration",3,"1"
44853,3,3,"temporal_duration",3,"1"
86100,5,7,"temporal_duration",2,"1"
93309,5,10,"temporal_duration",3,"1"
89230,3,3,"temporal_duration",3,"1"
50480,3,3,"temporal_duration",3,"1"
19490,3,6,"temporal_duration",3,"1"
14537,3,3,"temporal_duration",3,"1"
12030,4,4,"temporal_duration",1,"1"
38203,2,2,"temporal_duration",3,"1"
66776,3,3,"temporal_duration",4,"1"
57573,3,3,"temporal_duration",1,"1"
30481,5,1,"temporal_duration",3,"1"
58099,5,5,"temporal_duration",3,"1"
56953,3,4,"temporal_duration",4,"1"
24230,5,4,"temporal_duration",3,"1"
13286,4,3,"temporal_duration",3,"1"
32569,4,10,"temporal_duration",1,"1"
18568,3,3,"temporal_duration",3,"1"
95989,2,2,"temporal_duration",3,"1"
24355,4,4,"temporal_duration",3,"1"
80232,3,3,"temporal_duration",3,"1"
91493,5,6,"temporal_duration",3,"1"
84210,3,3,"temporal_duration",4,"1"
83050,4,3,"temporal_duration",3,"1"
81107,3,3,"temporal_duration",4,"1"
24832,5,7,"temporal_duration",4,"1"
46980,4,4,"temporal_duration",999,"1"
36570,5,6,"temporal_duration",4,"1"
33441,3,3,"temporal_duration",3,"1"
20317,2,2,"temporal_duration",999,"1"
41540,3,3,"temporal_duration",3,"1"
75013,3,3,"temporal_duration",2,"1"
31309,1,1,"temporal_duration",3,"1"
33742,5,5,"temporal_duration",3,"1"
38868,5,5,"temporal_duration",1,"1"
86064,3,3,"temporal_duration",3,"1"
21317,5,15,"temporal_duration",3,"1"
76210,3,3,"temporal_duration",999,"1"
27990,5,5,"temporal_duration",3,"1"
79586,4,4,"temporal_duration",3,"1"
28920,3,3,"temporal_duration",4,"1"
98305,2,2,"temporal_duration",4,"1"
24238,3,2,"temporal_duration",4,"1"
29845,5,5,"temporal_duration",4,"1"
45035,3,3,"temporal_duration",3,"1"
14917,3,3,"temporal_duration",4,"1"
35405,4,4,"temporal_duration",4,"1"
13203,4,4,"temporal_duration",4,"1"
16952,3,3,"temporal_duration",3,"1"
56219,2,2,"temporal_duration",3,"1"
86136,5,8,"temporal_duration",3,"1"
14807,5,4,"temporal_duration",3,"1"
47788,2,2,"temporal_duration",3,"1"
67237,4,4,"temporal_duration",3,"1"
42012,3,3,"temporal_duration",3,"1"
64442,2,2,"temporal_duration",3,"1"
15085,5,6,"temporal_duration",3,"1"
55391,3,3,"temporal_duration",3,"1"
71788,3,4,"temporal_duration",3,"1"
16625,5,3,"temporal_duration",3,"1"
41827,3,2,"temporal_duration",3,"1"
79249,5,2,"temporal_duration",4,"1"
59650,5,6,"temporal_duration",4,"1"
65127,5,3,"temporal_duration",3,"1"
60791,5,4,"temporal_duration",4,"1"
67148,1,1,"temporal_duration",4,"1"
94669,1,2,"temporal_duration",3,"1"
30736,5,5,"temporal_duration",2,"1"
35773,5,7,"temporal_duration",4,"1"
97837,3,3,"temporal_duration",3,"1"
91379,4,2,"temporal_duration",3,"1"
44546,2,2,"temporal_duration",3,"1"
50800,5,4,"temporal_duration",4,"1"
45781,3,3,"temporal_duration",4,"1"
27116,2,2,"temporal_duration",4,"1"
87849,3,3,"temporal_duration",3,"1"
71727,3,3,"temporal_duration",3,"1"
52100,5,7,"temporal_duration",3,"1"
99482,3,3,"temporal_duration",3,"1"
95134,5,5,"temporal_duration",4,"1"
38462,5,5,"temporal_duration",4,"1"
63915,3,3,"temporal_duration",3,"1"
93067,3,3,"temporal_duration",3,"1"
86564,3,3,"temporal_duration",3,"1"
68781,3,3,"temporal_duration",4,"1"
56248,5,6,"temporal_duration",3,"1"
80182,2,2,"temporal_duration",3,"1"
98715,5,6,"temporal_duration",2,"1"
41061,5,5,"temporal_duration",4,"1"
31649,2,2,"temporal_duration",3,"1"
89623,4,4,"temporal_duration",3,"1"
10551,5,5,"temporal_duration",3,"1"
94247,3,3,"temporal_duration",999,"1"
53009,3,3,"temporal_duration",4,"1"
97443,4,4,"temporal_duration",4,"1"
80704,5,4,"temporal_duration",3,"1"
77616,5,4,"temporal_duration",3,"1"
27084,5,3,"temporal_duration",3,"1"
35597,3,3,"temporal_duration",1,"1"
92931,1,3,"temporal_duration",3,"1"
11469,2,2,"temporal_duration",3,"1"
48293,3,3,"temporal_duration",3,"1"
85430,5,5,"temporal_duration",3,"1"
76253,3,3,"temporal_duration",4,"1"
58008,5,6,"temporal_duration",3,"1"
86807,3,3,"temporal_duration",3,"1"
30222,3,3,"temporal_duration",1,"1"
32709,5,3,"temporal_duration",3,"1"
32956,5,5,"temporal_duration",2,"1"
98095,5,5,"temporal_duration",3,"1"
94931,4,4,"temporal_duration",3,"1"
37543,3,3,"temporal_duration",3,"1"
41510,2,2,"temporal_duration",3,"1"
26309,2,2,"temporal_duration",2,"1"
60186,4,4,"temporal_duration",3,"1"
63105,4,3,"temporal_duration",2,"1"
12330,5,5,"temporal_duration",1,"1"
55353,4,2,"temporal_duration",4,"1"
39467,3,3,"temporal_duration",999,"1"
46873,1,1,"temporal_duration",3,"1"
92099,5,5,"temporal_duration",3,"1"
45941,5,5,"temporal_duration",3,"1"
92765,3,3,"temporal_duration",2,"1"
32118,3,2,"temporal_duration",4,"1"
56917,5,5,"temporal_duration",4,"1"
62812,4,4,"temporal_duration",3,"1"
82650,2,2,"temporal_duration",4,"1"
43268,3,3,"temporal_duration",3,"1"
33322,5,7,"temporal_duration",3,"1"
24350,4,3,"temporal_duration",3,"1"
46136,2,2,"temporal_duration",1,"1"
69629,4,4,"temporal_duration",3,"1"
26480,5,6,"temporal_duration",3,"1"
38119,4,4,"temporal_duration",4,"1"
89090,4,4,"temporal_duration",3,"1"
30600,1,1,"frequency_R",1,"1"
81705,3,3,"frequency_R",2,"1"
63885,2,2,"frequency_R",1,"1"
26913,3,2,"frequency_R",2,"1"
42161,4,4,"frequency_R",1,"1"
84412,2,2,"frequency_R",2,"1"
92415,4,4,"frequency_R",1,"1"
51306,3,3,"frequency_R",1,"1"
25224,3,3,"frequency_R",1,"1"
12425,3,3,"frequency_R",2,"1"
42560,2,2,"frequency_R",999,"1"
67994,3,3,"frequency_R",2,"1"
73451,3,3,"frequency_R",1,"1"
38491,2,2,"frequency_R",1,"1"
62166,2,2,"frequency_R",1,"1"
59413,3,3,"frequency_R",1,"1"
28254,3,3,"frequency_R",1,"1"
70471,3,2,"frequency_R",2,"1"
67967,2,2,"frequency_R",2,"1"
87239,4,3,"frequency_R",1,"1"
80450,3,3,"frequency_R",2,"1"
46220,5,5,"frequency_R",2,"1"
98582,5,5,"frequency_R",1,"1"
47834,2,3,"frequency_R",1,"1"
12296,3,3,"frequency_R",2,"1"
38246,3,3,"frequency_R",2,"1"
85133,4,4,"frequency_R",2,"1"
91955,2,2,"frequency_R",1,"1"
65521,2,2,"frequency_R",1,"1"
69652,3,3,"frequency_R",2,"1"
93470,3,3,"frequency_R",2,"1"
85353,4,4,"frequency_R",2,"1"
98405,3,3,"frequency_R",2,"1"
30384,2,2,"frequency_R",2,"1"
10933,1,1,"frequency_R",2,"1"
39168,3,3,"frequency_R",1,"1"
34512,3,3,"frequency_R",2,"1"
31475,3,4,"frequency_R",2,"1"
63745,3,3,"frequency_R",2,"1"
12475,3,3,"frequency_R",1,"1"
79732,3,3,"frequency_R",2,"1"
22906,4,4,"frequency_R",2,"1"
53898,3,5,"frequency_R",2,"1"
75798,3,3,"frequency_R",2,"1"
85424,5,5,"frequency_R",2,"1"
78487,3,3,"frequency_R",2,"1"
69242,2,2,"frequency_R",2,"1"
58948,3,3,"frequency_R",1,"1"
63241,3,3,"frequency_R",1,"1"
33635,1,1,"frequency_R",2,"1"
62486,3,3,"frequency_R",1,"1"
25482,3,3,"frequency_R",1,"1"
37472,3,3,"frequency_R",2,"1"
81005,3,3,"frequency_R",1,"1"
32371,2,2,"frequency_R",1,"1"
87159,3,2,"frequency_R",2,"1"
23348,3,3,"frequency_R",1,"1"
43627,4,4,"frequency_R",2,"1"
82737,3,3,"frequency_R",2,"1"
15045,3,4,"frequency_R",2,"1"
21212,4,4,"frequency_R",1,"1"
12568,3,3,"frequency_R",1,"1"
61492,3,4,"frequency_R",2,"1"
97247,2,2,"frequency_R",1,"1"
92357,5,7,"frequency_R",2,"1"
21924,3,3,"frequency_R",2,"1"
95193,5,6,"frequency_R",1,"1"
55333,3,3,"frequency_R",1,"1"
47532,2,2,"frequency_R",1,"1"
85079,3,3,"frequency_R",1,"1"
66597,5,4,"frequency_R",1,"1"
67366,5,5,"frequency_R",2,"1"
41337,3,2,"frequency_R",2,"1"
47407,5,5,"frequency_R",2,"1"
56787,3,3,"frequency_R",1,"1"
94107,5,6,"frequency_R",1,"1"
31413,3,3,"frequency_R",2,"1"
51752,5,3,"frequency_R",1,"1"
82479,2,2,"frequency_R",1,"1"
12118,4,4,"frequency_R",2,"1"
71387,2,2,"frequency_R",2,"1"
41652,2,3,"frequency_R",1,"1"
96044,3,3,"frequency_R",2,"1"
95300,2,2,"frequency_R",2,"1"
81263,5,13,"frequency_R",2,"1"
42084,3,3,"frequency_R",2,"1"
61166,4,3,"frequency_R",1,"1"
19125,5,4,"frequency_R",1,"1"
35126,5,3,"frequency_R",2,"1"
59400,4,4,"frequency_R",1,"1"
12116,5,5,"frequency_R",1,"1"
31288,3,3,"frequency_R",1,"1"
30817,3,3,"frequency_R",1,"1"
43005,3,2,"frequency_R",1,"1"
78783,2,2,"frequency_R",2,"1"
83652,3,3,"frequency_R",1,"1"
20570,3,3,"frequency_R",1,"1"
22795,5,6,"frequency_R",1,"1"
58501,3,3,"frequency_R",1,"1"
53517,3,2,"frequency_R",2,"1"
21447,5,5,"frequency_R",1,"1"
38260,1,1,"frequency_R",2,"1"
83895,2,2,"frequency_R",2,"1"
22137,2,3,"frequency_R",2,"1"
72750,5,5,"frequency_R",2,"1"
77553,2,2,"frequency_R",2,"1"
99523,5,5,"frequency_R",1,"1"
26763,3,2,"frequency_R",2,"1"
88223,5,5,"frequency_R",1,"1"
57498,5,40,"frequency_R",2,"1"
99305,3,5,"frequency_R",1,"1"
44853,3,3,"frequency_R",1,"1"
86100,5,7,"frequency_R",2,"1"
93309,5,10,"frequency_R",2,"1"
89230,3,3,"frequency_R",2,"1"
50480,3,3,"frequency_R",1,"1"
19490,3,6,"frequency_R",1,"1"
14537,3,3,"frequency_R",1,"1"
12030,4,4,"frequency_R",1,"1"
38203,2,2,"frequency_R",2,"1"
66776,3,3,"frequency_R",1,"1"
57573,3,3,"frequency_R",1,"1"
30481,5,1,"frequency_R",2,"1"
58099,5,5,"frequency_R",1,"1"
56953,3,4,"frequency_R",1,"1"
24230,5,4,"frequency_R",1,"1"
13286,4,3,"frequency_R",1,"1"
32569,4,10,"frequency_R",1,"1"
18568,3,3,"frequency_R",1,"1"
95989,2,2,"frequency_R",2,"1"
24355,4,4,"frequency_R",2,"1"
80232,3,3,"frequency_R",2,"1"
91493,5,6,"frequency_R",1,"1"
84210,3,3,"frequency_R",1,"1"
83050,4,3,"frequency_R",2,"1"
81107,3,3,"frequency_R",1,"1"
24832,5,7,"frequency_R",1,"1"
46980,4,4,"frequency_R",1,"1"
36570,5,6,"frequency_R",1,"1"
33441,3,3,"frequency_R",2,"1"
20317,2,2,"frequency_R",999,"1"
41540,3,3,"frequency_R",1,"1"
75013,3,3,"frequency_R",1,"1"
31309,1,1,"frequency_R",1,"1"
33742,5,5,"frequency_R",1,"1"
38868,5,5,"frequency_R",1,"1"
86064,3,3,"frequency_R",2,"1"
21317,5,15,"frequency_R",2,"1"
76210,3,3,"frequency_R",1,"1"
27990,5,5,"frequency_R",2,"1"
79586,4,4,"frequency_R",2,"1"
28920,3,3,"frequency_R",1,"1"
98305,2,2,"frequency_R",1,"1"
24238,3,2,"frequency_R",2,"1"
29845,5,5,"frequency_R",1,"1"
45035,3,3,"frequency_R",2,"1"
14917,3,3,"frequency_R",1,"1"
35405,4,4,"frequency_R",1,"1"
13203,4,4,"frequency_R",2,"1"
16952,3,3,"frequency_R",1,"1"
56219,2,2,"frequency_R",2,"1"
86136,5,8,"frequency_R",999,"1"
14807,5,4,"frequency_R",2,"1"
47788,2,2,"frequency_R",2,"1"
67237,4,4,"frequency_R",1,"1"
42012,3,3,"frequency_R",1,"1"
64442,2,2,"frequency_R",1,"1"
15085,5,6,"frequency_R",2,"1"
55391,3,3,"frequency_R",999,"1"
71788,3,4,"frequency_R",2,"1"
16625,5,3,"frequency_R",1,"1"
41827,3,2,"frequency_R",2,"1"
79249,5,2,"frequency_R",1,"1"
59650,5,6,"frequency_R",1,"1"
65127,5,3,"frequency_R",1,"1"
60791,5,4,"frequency_R",1,"1"
67148,1,1,"frequency_R",1,"1"
94669,1,2,"frequency_R",1,"1"
30736,5,5,"frequency_R",2,"1"
35773,5,7,"frequency_R",2,"1"
97837,3,3,"frequency_R",999,"1"
91379,4,2,"frequency_R",1,"1"
44546,2,2,"frequency_R",1,"1"
50800,5,4,"frequency_R",1,"1"
45781,3,3,"frequency_R",1,"1"
27116,2,2,"frequency_R",1,"1"
87849,3,3,"frequency_R",2,"1"
71727,3,3,"frequency_R",2,"1"
52100,5,7,"frequency_R",2,"1"
99482,3,3,"frequency_R",2,"1"
95134,5,5,"frequency_R",1,"1"
38462,5,5,"frequency_R",1,"1"
63915,3,3,"frequency_R",2,"1"
93067,3,3,"frequency_R",1,"1"
86564,3,3,"frequency_R",2,"1"
68781,3,3,"frequency_R",1,"1"
56248,5,6,"frequency_R",2,"1"
80182,2,2,"frequency_R",1,"1"
98715,5,6,"frequency_R",1,"1"
41061,5,5,"frequency_R",2,"1"
31649,2,2,"frequency_R",1,"1"
89623,4,4,"frequency_R",1,"1"
10551,5,5,"frequency_R",1,"1"
94247,3,3,"frequency_R",1,"1"
53009,3,3,"frequency_R",1,"1"
